gene_symbol	s_het	s_het_lower95	s_het_upper95	NFE_s_het	NFE_s_het_lower95	NFE_s_het_upper95	rank	quintile	decile	U	N	NFE_N	n	NFE_n
SLC9A5	0.0094558367	0.007	0.014	0.00924	0	0	10642	4	7	2.39E-06	109460.1818	66408.6667	29	25
DOC2A	0.009453822	0.006	0.017	0.00894	0	0	10643	4	7	9.89E-07	105745.6256	66633.6	12	3
PRKRA	0.0094489673	0.005	0.019	0.00868	0	0	10644	4	7	6.31E-07	108328.3858	40044	8	3
NOS2	0.0094481818	0.007	0.014	0.00927	0	0	10645	4	7	2.84E-06	108673.1137	63901.3684	34	24
SNX15	0.0094462533	0.006	0.017	0.00893	0	0	10646	4	7	9.73E-07	107394.7218	57136.5714	12	9
TMEM95	0.0094401055	0.006	0.018	0.00883	0	0	10647	4	7	7.60E-07	112563.0476	65235.6667	10	6
RASA2	0.0094399845	0.007	0.014	0.00926	0	0	10648	4	7	2.80E-06	106756.0514	64571.1333	33	19
RGR	0.0094321446	0.006	0.017	0.00888	0	0	10649	4	7	8.03E-07	118184.151999999	66600	11	6
CABP5	0.0094304739	0.005	0.019	0.00867	0	0	10650	4	7	5.86E-07	116409.8767	66499.6	8	3
CWC25	0.0094273115	0.006	0.016	0.00902	0	0	10651	4	7	1.31E-06	101186.6977	63965.3333	15	8
RAD51L3-RFFL	0.0094237457	0.006	0.017	0.00895	0	0	10652	4	7	1.05E-06	108245.2782	65458	13	10
TBCE	0.0094201978	0.007	0.015	0.00913	0	0	10653	4	7	1.65E-06	112262.694	66491.7778	21	14
RNF219	0.0094175965	0.006	0.016	0.00906	0	0	10654	4	7	1.31E-06	115455.5605	65745	17	10
SLC9A9	0.0094173839	0.007	0.015	0.00914	0	0	10655	4	7	1.71E-06	113796.925999999	66122	22	10
TMCO6	0.0094165787	0.006	0.015	0.00908	0	0	10656	4	7	1.43E-06	112339.7381	66348.5455	18	10
PRKAA2	0.0094129139	0.006	0.015	0.00909	0	0	10657	4	7	1.48E-06	112337.053	61741.0909	19	12
CDC42BPG	0.0094123755	0.008	0.013	0.00928	0	0	10658	4	7	4.21E-06	99852.39163	57018.303	46	21
CLEC4G	0.00941107	0.005	0.018	0.00873	0	0	10659	4	7	7.96E-07	95304.71625	61407	9	1
RNF215	0.0094033732	0.006	0.017	0.00889	0	0	10660	4	7	9.87E-07	105369.9513	57268.3333	12	5
ATP13A4	0.0094004637	0.007	0.013	0.00925	0	0	10661	4	7	2.95E-06	120011.3695	66497.5455	39	18
LSG1	0.0093994116	0.007	0.014	0.00918	0	0	10662	4	7	2.10E-06	119333.7563	66535.5385	28	20
ATP6V0A4	0.0093968169	0.007	0.014	0.00923	0	0	10663	4	7	2.77E-06	117582.2678	65564.9167	36	18
EPM2A	0.0093934909	0.005	0.02	0.00852	0	0	10664	4	7	6.39E-07	91622.29286	65640.3333	7	6
HOXA4	0.0093927237	0.005	0.019	0.00863	0	0	10665	4	7	7.43E-07	89255.33766	37063.3333	8	3
NOC3L	0.0093886561	0.007	0.014	0.00919	0	0	10666	4	7	2.39E-06	116514.7659	65579.2	31	18
GPR55	0.0093850218	0.005	0.021	0.00837	0	0	10667	4	7	4.10E-07	119778.66	66352	6	4
EIF2AK4	0.0093847231	0.008	0.013	0.00929	0	0	10668	4	7	4.86E-06	113272.6455	66639.8519	60	46
LRRK2	0.0093842989	0.0076	0.01159	0.00932	0	0	10669	4	7	6.94E-06	114477.0758	64526.5143	86	19
SGOL1	0.0093837149	0.006	0.015	0.00904	0	0	10670	4	7	1.40E-06	114335.268	59845.3846	18	7
PRDM4	0.0093811735	0.006	0.016	0.00902	0	0	10671	4	7	1.26E-06	119558.985	66618	17	1
FOCAD	0.0093795152	0.008	0.013	0.00928	0	0	10672	4	7	4.78E-06	117065.7995	65282.3429	61	42
ACOT6	0.0093784309	0.004	0.025	0.00788	0	0	10673	4	7	2.55E-07	118934.4262	66584	4	1
PDCD5	0.0093783733	0.004	0.023	0.00817	0	0	10674	4	7	4.04E-07	98263.86598	65739	5	2
NHLRC3	0.0093783499	0.006	0.017	0.00887	0	0	10675	4	7	8.84E-07	117320.5047	66602.3333	12	4
TFEC	0.0093764544	0.006	0.016	0.00894	0	0	10676	4	7	1.08E-06	113370.0495	64476	14	3
C5AR1	0.0093703337	0.005	0.018	0.00869	0	0	10677	4	7	6.41E-07	120332.2712	66434	9	1
SLC26A7	0.009365345	0.007	0.015	0.00909	0	0	10678	4	7	1.68E-06	115162.1576	64996.25	22	6
SLC39A13	0.0093645559	0.006	0.018	0.00876	0	0	10679	4	7	7.87E-07	107785.216	62504.8	10	5
DNAJA4	0.0093638467	0.006	0.017	0.0089	0	0	10680	4	7	1.12E-06	100809.2105	65285.7778	13	1
HCAR2	0.0093637839	0.005	0.021	0.00836	0	0	10681	4	7	4.06E-07	120670.0787	66732	6	2
TFF2	0.0093608847	0.005	0.021	0.00835	0	0	10682	4	7	4.68E-07	104649.6857	37444	6	4
NUGGC	0.0093598714	0.007	0.015	0.0091	0	0	10683	4	7	2.11E-06	96073.0675	46916.8	23	12
CNPY2	0.0093571025	0.005	0.018	0.00868	0	0	10684	4	7	6.76E-07	113935.3476	66722	9	8
SNX14	0.009352493	0.007	0.014	0.00918	0	0	10685	4	7	2.85E-06	110447.6359	65145.619	35	15
FAP	0.0093513582	0.007	0.014	0.00916	0	0	10686	4	7	2.52E-06	113763.046	63662.7826	32	16
C3orf36	0.0093498291	0.004	0.025	0.00786	0	0	10687	4	7	2.63E-07	114933.7391	64711.3333	4	3
PCDHGA3	0.0093488092	0.006	0.016	0.00897	0	0	10688	4	7	1.33E-06	105835.318	66282.75	16	5
KRT9	0.0093487518	0.006	0.016	0.00891	0	0	10689	4	7	1.14E-06	107074.1471	65595.4286	14	5
ALMS1	0.0093479193	0.00766	0.01142	0.00929	0	0	10690	4	7	7.58E-06	116733.3092	64198.5373	96	49
SPOCD1	0.0093478514	0.007	0.014	0.0091	0	0	10691	4	7	2.19E-06	96708.20697	55364.8571	24	7
ITGA2	0.0093476654	0.007	0.013	0.00921	0	0	10692	4	7	3.30E-06	117996.8712	65776.1818	43	22
TCTN3	0.009347153	0.006	0.015	0.00899	0	0	10693	4	7	1.43E-06	104952.1685	66557.5385	17	9
ARHGEF19	0.0093464524	0.007	0.014	0.0091	0	0	10694	4	7	2.31E-06	95716.13456	54989.875	25	15
ZNF142	0.0093440711	0.007	0.013	0.00919	0	0	10695	4	7	3.09E-06	113870.8267	63754.25	39	29
IL1R2	0.0093380682	0.006	0.017	0.00879	0	0	10696	4	7	7.92E-07	118573.3593	66243.7143	11	5
TMEM8C	0.0093319962	0.005	0.02	0.00847	0	0	10697	4	7	4.92E-07	118182.5977	66295.2	7	3
DAW1	0.009329951	0.006	0.016	0.0089	0	0	10698	4	7	1.11E-06	109738.6894	63305.75	14	4
NDUFA6	0.0093281101	0.004	0.022	0.00813	0	0	10699	4	7	3.26E-07	121078.0635	66165.5	5	3
ZNF804B	0.0093261166	0.007	0.014	0.0091	0	0	10700	4	7	2.00E-06	119628.6429	66131.4286	27	14
RSPH4A	0.0093246443	0.007	0.015	0.00906	0	0	10701	4	7	1.73E-06	116717.0905	66550.9231	23	13
MARCH8	0.0093234749	0.005	0.02	0.00846	0	0	10702	4	7	5.90E-07	98458.1337799999	66102.2857	7	6
LAMA2	0.0093194214	0.00774	0.01123	0.00927	0	0	10703	4	7	8.66E-06	118003.1525	63884.4138	111	50
VSIG2	0.0093137221	0.005	0.019	0.00856	0	0	10704	4	7	6.32E-07	106548.2951	59796.8571	8	3
GSDMD	0.0093083562	0.005	0.018	0.0087	0	0	10705	4	7	1.09E-06	77330.9006799999	53708.2857	10	6
ZNF177	0.0093053262	0.005	0.018	0.00863	0	0	10706	4	7	7.23E-07	105918.8338	48740.8571	9	6
NUDT17	0.0092968516	0.006	0.016	0.00883	0	0	10707	4	7	1.20E-06	93388.4260399999	66651	13	3
TMPPE	0.0092936104	0.005	0.021	0.00829	0	0	10708	4	7	4.09E-07	118838.1762	65464	6	2
SPRED2	0.0092914559	0.006	0.016	0.00883	0	0	10709	4	7	1.05E-06	106665.1834	66387.3333	13	6
PLA2G6	0.009290289	0.007	0.015	0.009	0	0	10710	4	7	2.04E-06	89493.44153	64924.3333	21	14
C9orf64	0.0092805454	0.005	0.018	0.00868	0	0	10711	4	7	7.42E-07	113241.6489	66515	10	6
CAMK1	0.0092788553	0.006	0.016	0.0089	0	0	10712	4	7	1.17E-06	119379.3611	66522	16	10
EDA2R	0.0092786645	0.004	0.022	0.00809	0	0	10713	4	7	6.90E-07	56881.1534399999	32562.5	5	2
MRPL1	0.0092712642	0.006	0.017	0.00877	0	0	10714	4	7	8.93E-07	114754.0758	66510.2222	12	7
MEFV	0.0092711322	0.006	0.015	0.00894	0	0	10715	4	7	1.43E-06	110555.6941	65720.9333	18	10
MCF2L2	0.0092637449	0.007	0.013	0.00913	0	0	10716	4	7	3.62E-06	111698.3683	66107.2857	45	25
GPBP1L1	0.009261468	0.006	0.015	0.00891	0	0	10717	4	7	1.24E-06	119890.5995	66434	17	16
FAM117B	0.0092587162	0.006	0.015	0.00896	0	0	10718	4	7	1.56E-06	110679.56	66600	20	12
TMEM176A	0.0092579145	0.005	0.019	0.00851	0	0	10719	4	7	6.02E-07	111161.1379	66698	8	3
NAT16	0.0092547509	0.005	0.019	0.0085	0	0	10720	4	7	7.20E-07	92910.0339	61421.6667	8	3
ARRDC4	0.009253519	0.006	0.016	0.00879	0	0	10721	4	7	1.01E-06	110418.4906	66526.2857	13	10
NUMBL	0.0092531145	0.006	0.016	0.00888	0	0	10722	4	7	1.82E-06	74472.58411	46619.3333	16	1
SLC17A2	0.0092481662	0.006	0.016	0.00887	0	0	10723	4	7	1.21E-06	115038.7885	66575.4286	16	5
SLC26A6	0.0092472832	0.007	0.015	0.00897	0	0	10724	4	7	1.75E-06	109103.2933	57931.5	22	9
ADAMTS4	0.0092468201	0.007	0.015	0.00897	0	0	10725	4	7	1.70E-06	112306.3502	65912.5714	22	12
TRMT13	0.0092453018	0.006	0.016	0.00887	0	0	10726	4	7	1.22E-06	114059.3616	65878.4444	16	7
GPX4	0.0092407098	0.005	0.02	0.00839	0	0	10727	4	7	5.99E-07	96078.2443899999	65670.5	7	5
ETHE1	0.0092374212	0.005	0.02	0.00838	0	0	10728	4	7	5.79E-07	99359.99061	40281	7	6
MTMR7	0.0092330339	0.007	0.014	0.009	0	0	10729	4	7	1.94E-06	117296.4749	66539	26	20
OR1J2	0.0092291939	0.004	0.022	0.00804	0	0	10730	4	7	3.36E-07	116144.1523	64275.5	5	2
SAR1B	0.0092286499	0.005	0.018	0.00856	0	0	10731	4	7	7.08E-07	107240.5026	64688.4	9	4
AK2	0.0092275471	0.005	0.021	0.00823	0	0	10732	4	7	6.68E-07	72215.96761	55796	6	5
NOSTRIN	0.0092232238	0.007	0.014	0.00895	0	0	10733	4	7	1.70E-06	112007.5368	65763.875	22	14
DDX52	0.0092232204	0.007	0.014	0.00897	0	0	10734	4	7	1.79E-06	116680.8091	66249.5	24	10
TAPBP	0.0092214901	0.006	0.016	0.00882	0	0	10735	4	7	1.16E-06	111691.1825	64108	15	6
ETFA	0.0092180339	0.006	0.016	0.00876	0	0	10736	4	7	1.13E-06	98298.81543	65812.6667	13	6
MMEL1	0.0092142768	0.007	0.013	0.00904	0	0	10737	4	7	2.99E-06	103680.0946	62789	35	21
IGSF8	0.0092136343	0.006	0.015	0.00893	0	0	10738	4	7	1.60E-06	113120.6518	65445.5	21	13
IDH3B	0.0092121242	0.006	0.015	0.00884	0	0	10739	4	7	1.16E-06	119514.5133	66522.8	16	13
ERVFRD-1	0.009210863	0.006	0.017	0.00871	0	0	10740	4	7	1.15E-06	88502.85859	57139.6667	12	5
TEX101	0.0092095374	0.005	0.018	0.00854	0	0	10741	4	7	6.39E-07	118565.7261	64815	9	7
PALM	0.009206557	0.005	0.018	.	.	.	10742	4	7	8.28E-07	89511.37365	8282	9	9
TNK2	0.0092034805	0.007	0.014	0.00896	0	0	10743	4	7	2.37E-06	91813.27401	58342.8889	25	13
UHRF1BP1	0.0091954804	0.007	0.013	0.00906	0	0	10744	4	7	3.23E-06	118550.3504	66569.8824	43	19
GPX3	0.0091914683	0.005	0.02	0.00834	0	1	10745	4	7	5.62E-07	101832.6291	66478	7	0
NDUFB8	0.0091894254	0.005	0.019	0.00844	0	0	10746	4	7	5.77E-07	115085.2118	65905	8	2
KIAA0408	0.0091869411	0.006	0.015	0.0089	0	0	10747	4	7	1.52E-06	118713.8718	66394	21	6
LRRC8E	0.0091850922	0.006	0.016	0.00879	0	0	10748	4	7	1.09E-06	118378.4748	64500.8571	15	5
AL445989.1	0.0091840096	0.003	0.028	0.00726	0	0	10749	4	7	1.87E-07	109500.3636	59786	3	3
SLC6A12	0.0091839132	0.006	0.015	0.00887	0	0	10750	4	7	1.46E-06	110969.7356	62126.9231	19	4
SLCO1C1	0.0091829505	0.006	0.015	0.0089	0	0	10751	4	7	1.53E-06	117884.4219	66424.6667	21	10
P2RY14	0.0091817817	0.005	0.021	0.00819	0	0	10752	4	7	4.00E-07	119969.3273	66714	6	4
RMND1	0.0091759275	0.006	0.015	0.0088	0	0	10753	4	7	1.20E-06	115061.9482	65837.6	16	11
YY1AP1	0.009173208	0.007	0.014	0.0089	0	0	10754	4	7	1.67E-06	113374.8969	57327.5556	22	8
OGFOD1	0.0091723102	0.006	0.015	0.00884	0	0	10755	4	7	1.33E-06	117564.9048	66551.5714	18	7
HEATR2	0.0091718442	0.007	0.014	0.00891	0	0	10756	4	7	1.92E-06	103374.108	48623.0667	23	9
C12orf50	0.0091682861	0.006	0.015	0.00888	0	0	10757	4	7	1.56E-06	115424.4465	66109.7778	21	10
CRNN	0.009166666	0.006	0.016	0.00874	0	0	10758	4	7	9.97E-07	119958.8344	66731	14	5
OR6C1	0.0091664204	0.004	0.022	0.00799	0	0	10759	4	7	3.24E-07	119570.2613	66338.6667	5	3
ANKRA2	0.0091637811	0.006	0.017	0.00867	0	0	10760	4	7	8.67E-07	116764.6102	66680.4	12	6
C19orf70	0.0091605842	0.004	0.024	0.0077	0	0	10761	4	7	3.36E-07	87980.05769	65293.3333	4	4
MIXL1	0.0091574198	0.003	0.027	0.00724	0	0	10762	4	7	2.45E-07	83303.89313	66735	3	2
ITGB3	0.009153516	0.007	0.014	0.00893	0	0	10763	4	7	2.00E-06	117339.2877	66671.4286	27	4
RAB2B	0.0091509078	0.005	0.019	0.00841	0	0	10764	4	7	5.67E-07	116604.2867	65887.1429	8	5
C10orf35	0.0091499553	0.004	0.024	0.00769	0	0	10765	4	7	3.07E-07	96168.99213	55163	4	2
BIRC2	0.0091486253	0.006	0.015	0.00882	0	0	10766	4	7	1.33E-06	117252.5566	66165.5	18	13
MRPL47	0.009141598	0.006	0.016	0.00868	0	0	10767	4	7	9.32E-07	118153.5498	66501.7143	13	4
IFT57	0.0091395174	0.006	0.016	0.00874	0	0	10768	4	7	1.13E-06	113601.6606	64936.2	15	11
STON1	0.0091384378	0.006	0.015	0.00879	0	0	10769	4	7	1.31E-06	111930.8701	66030.9091	17	9
NBAS	0.0091330982	0.0074	0.01127	0.00907	0	0	10770	4	7	6.80E-06	115017.5762	65418.9629999999	87	50
LRRC58	0.0091321549	0.005	0.018	0.00847	0	0	10771	4	7	7.53E-07	97582.80795	56368.5	9	7
MED22	0.0091302137	0.006	0.017	0.00859	0	0	10772	4	7	7.79E-07	117739.4026	65709.6	11	7
TRPV5	0.0091298676	0.007	0.014	0.00891	0	0	10773	4	7	1.97E-06	118807.7374	65662	27	17
CAPN2	0.0091294853	0.007	0.014	0.00893	0	0	10774	4	7	2.36E-06	110775.0268	64668.9	30	13
GPATCH1	0.0091245095	0.007	0.013	0.00897	0	0	10775	4	7	2.91E-06	111736.3831	63594.4286	37	21
KRTAP5-9	0.0091228827	0.004	0.024	0.00767	0	0	10776	4	7	2.45E-07	120116.6261	66728.6667	4	1
DHX32	0.0091224262	0.006	0.015	0.00883	0	0	10777	4	7	1.45E-06	117240.4415	64733.6923	20	15
TRPM3	0.0091195949	0.007	0.012	0.00901	0	0	10778	4	7	4.26E-06	112677.3181	66556.75	54	18
IL16	0.0091184411	0.007	0.013	0.00894	0	0	10779	4	7	2.52E-06	114467.4117	66105.8462	33	9
HOXB13	0.0091150889	0.005	0.019	0.00838	0	0	10780	4	7	5.52E-07	119285.1144	65902.5	8	8
OR4K17	0.0091092185	0.004	0.024	0.00766	0	0	10781	4	7	2.44E-07	120411.7627	66714	4	1
FAM45A	0.0091085603	0.006	0.016	0.00865	0	0	10782	4	7	1.04E-06	105485.3873	66516.75	13	7
MED24	0.0091069227	0.007	0.013	0.00892	0	0	10783	4	7	2.62E-06	103003.6755	60053.5556	31	14
ZGPAT	0.0091058367	0.006	0.016	0.00868	0	0	10784	4	7	1.13E-06	105110.901999999	58494.2222	14	12
PRR11	0.0091045097	0.006	0.015	0.00873	0	0	10785	4	7	1.16E-06	118072.8638	64846.5	16	10
ACAD8	0.0091031754	0.006	0.015	0.00877	0	0	10786	4	7	1.52E-06	99616.5443299999	64188.3636	18	13
MRPL3	0.0090995755	0.006	0.016	0.00864	0	0	10787	4	7	1.01E-06	108507.0607	66434.1818	13	7
ZSCAN4	0.0090972634	0.005	0.017	0.00851	0	0	10788	4	7	7.08E-07	118507.8041	66314.8	10	7
GCNT4	0.0090895187	0.006	0.017	0.00855	0	0	10789	4	7	7.62E-07	119803.1884	66549.5	11	9
C12orf4	0.0090891775	0.007	0.014	0.00884	0	0	10790	4	7	1.77E-06	116217.4755	65275.8182	24	14
GPRC5A	0.0090887832	0.005	0.018	0.00843	0	0	10791	4	7	6.26E-07	119385.1079	65790	9	3
C7orf55	0.0090882848	0.004	0.022	0.00792	0	0	10792	4	7	3.24E-07	118480.5094	66264.6667	5	4
POC1B	0.0090878932	0.006	0.015	0.00874	0	0	10793	4	7	1.37E-06	106418.5817	64182.2222	17	10
BANK1	0.0090871355	0.007	0.014	0.00888	0	0	10794	4	7	2.16E-06	112039.1817	66162.2353	28	11
OR7G2	0.0090863553	0.004	0.024	0.00764	0	0	10795	4	7	2.43E-07	120576.0645	66662.6667	4	2
FEN1	0.0090835388	0.005	0.018	0.00843	0	0	10796	4	7	6.42E-07	116340.2073	66490.8571	9	3
ADAMTS8	0.0090816604	0.006	0.015	0.00879	0	0	10797	4	7	1.70E-06	99530.9275799999	62140.5333	20	11
KLK3	0.0090807505	0.005	0.018	0.00834	0	0	10798	4	7	5.79E-07	113276.798	66117.2	8	4
GYLTL1B	0.0090766172	0.007	0.014	0.00884	0	0	10799	4	7	1.93E-06	111132.5452	61943.8571	25	10
TNS4	0.0090727224	0.007	0.014	0.00884	0	0	10800	4	7	1.85E-06	115886.6406	65199.6364	25	17
ZNF408	0.0090724708	0.006	0.015	0.00878	0	0	10801	4	7	1.48E-06	114204.8135	63678.3636	20	13
RAMP1	0.0090711661	0.004	0.024	0.00762	0	0	10802	4	7	2.76E-07	105965.6265	56233	4	1
EMILIN1	0.0090654463	0.006	0.014	0.0088	0	0	10803	4	7	1.95E-06	95905.75385	60650.75	22	8
USP44	0.0090625796	0.007	0.014	0.00884	0	0	10804	4	7	1.87E-06	119360.365	66449.5714	26	12
PRSS21	0.0090618112	0.006	0.016	0.00857	0	0	10805	4	7	1.01E-06	99067.44654	60632.5	12	4
ZHX1-C8ORF76	0.0090598296	0.006	0.017	0.00853	0	0	10806	4	7	7.81E-07	116487.9415	66571.6667	11	8
PAAF1	0.0090573204	0.006	0.015	0.00871	0	0	10807	4	7	1.28E-06	113506.0969	65047.3333	17	6
PARVG	0.0090563133	0.006	0.016	0.0086	0	0	10808	4	7	1.02E-06	106911.3884	66613.3333	13	7
FOXR2	0.0090543945	0.005	0.02	0.00808	0	0	10809	4	7	5.51E-07	85816.37719	47920	6	1
WBSCR27	0.0090521803	0.005	0.019	0.00821	0	0	10810	4	7	5.53E-07	101848.3826	56599.3333	7	5
ZNF273	0.0090498845	0.006	0.016	0.00856	0	0	10811	4	7	8.66E-07	115381.6198	65997.5556	12	7
GFI1B	0.0090431999	0.006	0.016	0.00855	0	0	10812	4	7	8.80E-07	113458.341	59064.8	12	3
PRELP	0.0090424224	0.005	0.017	0.00845	0	0	10813	4	7	7.04E-07	118439.8346	65755.6	10	6
ATP5H	0.0090412979	0.005	0.019	0.0082	0	0	10814	4	7	4.67E-07	120452.3195	66713	7	5
CTRL	0.0090406359	0.005	0.017	0.00851	0	0	10815	4	7	7.89E-07	115050.4015	66550.2857	11	1
COL26A1	0.0090395634	0.006	0.015	0.00869	0	0	10816	4	7	1.66E-06	85098.23077	44838.8	17	5
MREG	0.0090386315	0.005	0.018	0.00839	0	0	10817	4	7	6.84E-07	108637.3696	64269.75	9	6
FOXR1	0.0090345501	0.006	0.016	0.00858	0	0	10818	4	7	9.88E-07	110097.8795	66612.3333	13	6
GPR161	0.0090342193	0.006	0.016	0.00861	0	0	10819	4	7	1.10E-06	107096.0262	53392	14	8
SRXN1	0.009030175	0.003	0.027	0.00714	0	0	10820	4	7	2.68E-07	74956.36697	36797	3	1
ETV4	0.0090267485	0.006	0.014	0.00875	0	0	10821	4	7	1.63E-06	108685.0922	56517.1429	21	4
TMPRSS6	0.0090251956	0.007	0.014	0.00881	0	0	10822	4	7	2.29E-06	100993.2661	62563.8462	27	20
HTRA3	0.0090251622	0.006	0.016	0.00854	0	0	10823	4	7	9.81E-07	101564.9134	59045.5	12	9
SLC4A1AP	0.0090250743	0.007	0.014	0.00878	0	0	10824	4	7	1.78E-06	114717.2772	66548.9231	24	13
DDRGK1	0.0090217685	0.006	0.016	0.00853	0	0	10825	4	7	1.13E-06	88138.06761	46203.6667	12	4
NVL	0.0090215123	0.007	0.013	0.00888	0	0	10826	4	7	3.02E-06	115382.443	65302.8333	40	19
HAMP	0.0090192872	0.005	0.019	0.00818	0	0	10827	4	7	4.63E-07	121183.125	66700.6667	7	2
CYSLTR2	0.0090191726	0.004	0.022	0.00786	0	0	10828	4	7	3.18E-07	119733.9341	66403	5	3
SAAL1	0.0090190619	0.006	0.015	0.00863	0	0	10829	4	7	1.15E-06	110103.0346	63837.1429	15	10
RHCG	0.0090148075	0.006	0.015	0.00865	0	0	10830	4	7	1.27E-06	106748.5049	64922.3636	16	8
ZNF485	0.0090146634	0.006	0.016	0.00853	0	0	10831	4	7	8.76E-07	113600.481999999	66517.2	12	2
SPO11	0.0090085946	0.006	0.016	0.00856	0	0	10832	4	7	1.00E-06	108451.2253	64696.2857	13	10
CLEC3B	0.0090062562	0.004	0.022	0.00785	0	0	10833	4	7	3.70E-07	102748.7228	53747.6	5	3
ABHD4	0.0090057576	0.006	0.015	0.00864	0	0	10834	4	7	1.25E-06	108343.9777	64519.25	16	7
P4HA3	0.0090034358	0.006	0.014	0.00871	0	0	10835	4	7	1.51E-06	111043.0726	66518.2857	20	10
B9D1	0.0090024501	0.005	0.019	0.00817	0	0	10836	4	7	6.10E-07	91800.09524	65944	7	5
HOOK2	0.0090004891	0.007	0.013	0.00882	0	0	10837	4	7	2.56E-06	107664.406999999	63901.4118	32	15
ZNF614	0.0089994932	0.006	0.015	0.00866	0	0	10838	4	7	1.24E-06	116396.2842	66634.8	17	12
ZNF23	0.0089965279	0.006	0.016	0.00851	0	0	10839	4	7	9.13E-07	108767.509	63225	12	4
NUP133	0.0089964082	0.007	0.013	0.00887	0	0	10840	4	7	3.36E-06	114121.4412	65589.5	44	4
SHBG	0.0089940025	0.006	0.016	0.00854	0	0	10841	4	7	9.77E-07	110817.035	66637.75	13	11
SDS	0.0089939072	0.005	0.018	0.00826	0	0	10842	4	7	6.49E-07	100053.1397	65735.6	8	3
ZADH2	0.0089906909	0.005	0.02	0.00802	0	0	10843	4	7	4.39E-07	106909.6293	53766	6	1
TRIM29	0.0089886424	0.006	0.015	0.0086	0	0	10844	4	7	1.16E-06	108772.5949	65915	15	10
ACAT2	0.0089882908	0.005	0.017	0.00841	0	0	10845	4	7	7.64E-07	106330.818	64076	10	7
SCAMP4	0.0089872051	0.005	0.018	0.00826	0	0	10846	4	7	7.93E-07	79770.29282	55472	8	7
GPD1	0.0089846758	0.005	0.018	0.00826	0	0	10847	4	7	6.22E-07	104284.7235	66339.3333	8	1
FASTKD5	0.008983301	0.006	0.014	0.00871	0	0	10848	4	7	1.46E-06	120729.3415	66563	21	16
SNAP47	0.008983095	0.005	0.017	0.00845	0	0	10849	4	7	8.48E-07	106330.4893	50188.8571	11	3
ZDHHC18	0.0089830256	0.006	0.015	0.00859	0	0	10850	4	7	1.08E-06	116754.2088	66528.5714	15	6
SBSPON	0.0089787874	0.006	0.016	0.00849	0	0	10851	4	7	9.01E-07	109988.9113	65366.25	12	6
ABCD4	0.0089776716	0.007	0.014	0.00875	0	0	10852	4	7	1.94E-06	113936.3009	64696.1176	26	16
MTO1	0.0089748421	0.007	0.013	0.00878	0	0	10853	4	7	2.26E-06	113656.1489	66652.7273	30	6
ARHGAP15	0.0089747743	0.006	0.014	0.00868	0	0	10854	4	7	1.47E-06	113683.9151	65723.8182	20	12
CD3EAP	0.0089742631	0.005	0.018	0.00833	0	0	10855	4	7	6.72E-07	109761.569	57985.1429	9	5
ASZ1	0.0089724237	0.006	0.015	0.00863	0	0	10856	4	7	1.24E-06	116035.2348	65478.5	17	9
HSPA1L	0.0089685741	0.006	0.016	0.00848	0	0	10857	4	7	8.31E-07	119112.0912	66458.2222	12	7
PCDHGB2	0.0089664855	0.006	0.015	0.0086	0	0	10858	4	7	1.27E-06	106157.2589	66173	16	11
EMC1	0.0089656732	0.007	0.013	0.00883	0	0	10859	4	7	3.03E-06	120191.1023	66442.1538	42	26
SKA2	0.0089650357	0.004	0.022	0.00781	0	0	10860	4	7	3.59E-07	105378.1951	66502	5	2
SLC22A7	0.00896225	0.006	0.014	0.00867	0	0	10861	4	7	1.50E-06	111247.1929	62447	20	12
ACTR8	0.0089616642	0.007	0.013	0.00876	0	0	10862	4	7	2.23E-06	110992.0528	64104.1538	29	18
CPAMD8	0.0089596703	0.008	0.012	0.00887	0	0	10863	4	7	5.63E-06	99652.13091	61190.2667	64	41
GPIHBP1	0.0089581149	0.004	0.022	0.00781	0	0	10864	4	7	4.51E-07	83812.64	62834	5	4
CXorf36	0.0089575843	0.005	0.019	0.00813	0	0	10865	4	7	7.75E-07	69782.36726	44547.3333	7	1
COL9A1	0.0089569509	0.007	0.013	0.00882	0	0	10866	4	7	3.26E-06	111600.2552	63059.1852	42	25
OR5D14	0.0089529631	0.004	0.024	0.00753	0	0	10867	4	7	2.39E-07	120629.3725	66663.5	4	2
RDH16	0.0089521779	0.005	0.018	0.00831	0	0	10868	4	7	6.24E-07	117903.35	65559.3333	9	6
ORM1	0.0089514698	0.005	0.017	0.00837	0	0	10869	4	7	6.99E-07	118048.8199	66729.3333	10	1
HLA-DQA1	0.0089493565	0.004	0.024	0.00752	0	0	10870	4	7	3.92E-07	73514.60355	53829	4	4
KIAA1191	0.008948411	0.006	0.015	0.00856	0	0	10871	4	7	1.06E-06	118482.3359	66509.4286	15	12
KCTD4	0.0089431458	0.005	0.018	0.00822	0	0	10872	4	7	5.39E-07	119764.2556	66721.3333	8	3
ZFP14	0.0089425627	0.006	0.015	0.00856	0	0	10873	4	7	1.06E-06	118402.1198	65530.5	15	8
FANCC	0.0089398953	0.006	0.014	0.0087	0	0	10874	4	7	1.81E-06	111708.6941	64270.375	24	15
UROS	0.0089387135	0.005	0.017	0.00836	0	0	10875	4	7	7.27E-07	113335.2618	66603	10	8
ANKRD16	0.0089353711	0.006	0.016	0.00849	0	0	10876	4	7	1.03E-06	104400.9942	64047	13	4
